Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,Robotic__Stimuli.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c65.jpeg,matched-32-cpi-low-c65.jpeg,0,64,64,35,,,,,,,269.8208783000009,269.8208783000009,270.82078169996385,270.82078169996385,1,[0.0005463999696075916],[0.9968031999887899],58.88888888888889,0.8158764999825507,1.4299992471933365e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c58.jpeg,matched-8-cpi-low-c58.jpeg,0,65,65,16,,,,,,,273.4238821999752,273.4238821999752,274.4373209999758,274.4373209999758,1,[0.0004741000011563301],[1.0100994000094943],21.203703703703702,0.2641897000139579,1.4999997802078724e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c65.jpeg,matched-c65.jpeg,0,66,66,5,,,,,,,276.870895,276.870895,277.8688398999511,277.8688398999511,1,[0.0004349000519141555],[0.9964801000314765],51.388888888888886,0.9026770000346005,1.3299984857439995e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c71.jpeg,matched-c71.jpeg,0,67,67,9,,,,,,,280.95711489999667,280.95711489999667,281.96877389994916,281.96877389994916,1,[0.00039499998092651367],[1.010148199973628],57.870370370370374,1.4687832000199705,1.7300015315413475e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c63.jpeg,matched-c63.jpeg,0,68,68,3,,,,,,,285.2038574999897,285.2038574999897,,,1,[0.0003637999761849642],[0.9948459999868646],45.55555555555556,0.9336485000094399,1.3599987141788006e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c67.jpeg,matched-8-cpi-low-c67.jpeg,0,69,69,22,,,,,,,288.98710929998197,288.98710929998197,289.98694319999777,289.98694319999777,1,[0.00040140002965927124],[0.9966596000012942],38.24074074074074,0.8358741000411101,1.3400043826550245e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c37.jpeg,matched-32-cpi-low-c37.jpeg,0,70,70,86,,,,,,,292.62043129996164,292.62043129996164,293.6183783999877,293.6183783999877,1,[0.013468199991621077],[1.012907800031826],10.833333333333334,0.6969516999670304,1.6700010746717453e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c43.jpeg,matched-8-cpi-low-c43.jpeg,0,71,71,66,,,,,,,296.13695019995794,296.13695019995794,297.1350031999755,297.1350031999755,1,[0.0003780000261031091],[0.9971203000168316],5.277777777777776,0.5808231999981217,1.2899981811642647e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c42.jpeg,matched-c42.jpeg,0,72,72,59,,,,,,,299.5034868999501,299.5034868999501,300.5015515999985,300.5015515999985,1,[0.0004319999716244638],[0.9963819999829866],6.481481481481483,0.45273389999056235,1.5300000086426735e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c79.jpeg,matched-c79.jpeg,0,73,73,14,,,,,,,302.8368981999811,302.8368981999811,,,1,[0.00031079998007044196],[0.9950247999513522],80.64814814814815,0.3500946999993175,1.3199984095990658e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c41.jpeg,matched-c41.jpeg,0,74,74,58,,,,,,,306.3346117999754,306.3346117999754,307.3345558999572,307.3345558999572,2,"[0.0003992000129073858, 0.7645757999853231]","[0.5313943999935873, 0.9986691999947652]",7.592592592592595,0.4989192000357434,1.379998866468668e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c76.jpeg,matched-c76.jpeg,0,75,75,12,,,,,,,309.68665949994465,309.68665949994465,310.6845916999737,310.6845916999737,1,[0.013422199990600348],[1.01333769998746],51.48148148148148,1.1992947999970056,1.3499986380338669e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c61.jpeg,matched-8-cpi-low-c61.jpeg,0,76,76,17,,,,,,,313.7894966999884,313.7894966999884,,,2,"[0.0003696000203490257, 0.1300387000082992]","[0.08015799999702722, 0.9921308999764733]",10.833333333333334,0.4482033000094816,1.2899981811642647e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c37.jpeg,matched-c37.jpeg,0,77,77,56,,,,,,,317.1031165999593,317.1031165999593,318.10321659996407,318.10321659996407,1,[0.000527600001078099],[0.9963040000293404],4.814814814814817,1.0857391000026837,1.479999627918005e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c48.jpeg,matched-8-cpi-low-c48.jpeg,0,78,78,15,,,,,,,321.0731393999886,321.0731393999886,,,1,[0.00039469997864216566],[0.9940737999859266],6.574074074074076,0.5814764000242576,1.5700003132224083e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c14.jpeg,matched-32-cpi-low-c14.jpeg,0,79,79,78,,,,,,,324.5362661999534,324.5362661999534,,,1,[0.0004192999913357198],[0.9962873000185937],3.2407407407407387,0.6667721999692731,1.2999982573091984e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c12.jpeg,matched-32-cpi-low-c12.jpeg,0,80,80,77,,,,,,,328.05288579995977,328.05288579995977,329.0508279999485,329.0508279999485,1,[0.013369799999054521],[0.9450551999616437],6.111111111111112,0.6994290999718942,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,81,81,21,,,,,,,332.20576769998297,332.20576769998297,333.2193548999494,333.2193548999494,1,[0.0004524000105448067],[1.0081241999869235],88.61111111111111,0.484399700013455,1.3000040780752897e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c65.jpeg,matched-8-cpi-low-c65.jpeg,0,82,82,20,,,,,,,335.4693584999768,335.4693584999768,336.4693369999877,336.4693369999877,1,[0.0003328999737277627],[0.9971155999810435],58.796296296296305,0.6160553999943659,1.290004001930356e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c63.jpeg,matched-8-cpi-low-c63.jpeg,0,83,83,18,,,,,,,338.8525908999727,338.8525908999727,,,1,[0.00043650000588968396],[0.9946923999814317],28.148148148148145,1.08559149998473,1.2499978765845299e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c72.jpeg,matched-c72.jpeg,0,84,84,10,,,,,,,342.81919979996746,342.81919979996746,343.819206199958,343.819206199958,1,[0.014857699978165329],[1.0148087000125088],61.66666666666667,0.5826899000094272,1.3999990187585354e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c36.jpeg,matched-8-cpi-low-c36.jpeg,0,85,85,70,,,,,,,346.2025854999665,346.2025854999665,347.20069049997255,347.20069049997255,1,[0.0003236000193282962],[0.9973527999827638],15.092592592592592,0.3486481999862008,1.2499978765845299e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c66.jpeg,matched-c66.jpeg,0,86,86,6,,,,,,,349.352545599977,349.352545599977,,,1,[0.0003169000265188515],[0.9948073999839835],69.9074074074074,0.7862618999788538,1.5199999324977398e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c48.jpeg,matched-c48.jpeg,0,87,87,0,,,,,,,353.06897009996464,353.06897009996464,354.0690966999973,354.0690966999973,1,[0.013206400035414845],[1.013371900015045],4.351851851851851,0.4310525000328198,1.2999982573091984e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c17.jpeg,matched-8-cpi-low-c17.jpeg,0,88,88,65,,,,,,,356.30024739995133,356.30024739995133,357.300373999984,357.300373999984,1,[0.0005479000392369926],[0.9935939999995753],5.462962962962964,0.33293169998796657,1.2599979527294636e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c58.jpeg,matched-32-cpi-low-c58.jpeg,0,89,89,31,,,,,,,359.46882359997835,359.46882359997835,,,1,[0.0004360000020824373],[0.9943848999682814],14.444444444444443,0.48359700001310557,1.3399985618889332e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
,,,,,,,,,,,,,,,,,,,,,,,,0.0155996999819763,1.0290857999934815,,,,,,,
