Type,Spatial_Frequency,filepath,file_name,human_trials.thisRepN,human_trials.thisTrialN,human_trials.thisN,human_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Human_image.started,roi.started,Human_image.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,image_2.started,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,9,9,22,,,,,,,67.94278969999868,67.94278969999868,68.94466660000035,68.94466660000035,1,[0.0004689999914262444],[0.9919721999904141],69.37611739999556,84.62962962962963,0.41361390000383835,1.3699987903237343e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_24_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_24_Caucasian_male_neutral_frontal.jpg,0,10,10,36,,,,,,,71.25900540000293,71.25900540000293,72.26251420000335,72.26251420000335,1,[0.00040699999954085797],[0.7748627999972086],72.71159239999542,83.51851851851852,0.4330080000072485,1.2600008631125093e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,11,11,33,,,,,,,74.80873609999253,74.80873609999253,75.81141890000436,75.81141890000436,1,[0.0004393999988678843],[0.8919814999972004],76.29127940000035,91.85185185185185,0.4632302999962121,1.2999997125007212e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,12,12,42,,,,,,,78.14212319999933,78.14212319999933,79.14472939999541,79.14472939999541,1,[0.0005437000072561204],[0.9259843000036199],79.74255239999911,95.37037037037037,0.579400100003113,1.379998866468668e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,0,13,13,23,,,,,,,81.57575679999718,81.57575679999718,82.57788329999312,82.57788329999312,1,[0.0004808999947272241],[0.8248039999889443],83.0924909000023,82.68518518518519,0.497066799987806,1.2599994079209864e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,0,14,14,20,,,,,,,84.9411672999995,84.9411672999995,85.94437959999777,85.94437959999777,1,[0.0003752000047825277],[0.9916629000072135],86.49241570000595,78.98148148148148,0.5311702000035439,1.4099990949034691e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,0,15,15,26,,,,,,,88.49468319999869,88.49468319999869,89.5089469999948,89.5089469999948,1,[0.0003964000061387196],[1.007687800010899],89.94240960000025,77.22222222222221,0.41548660000262316,1.2500007869675756e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,0,16,16,25,,,,,,,91.70849429999362,91.70849429999362,92.71069239999633,92.71069239999633,1,[0.0004786000063177198],[0.9921727000037208],93.44219649999286,74.35185185185185,0.7137217999988934,1.2799995602108538e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,17,17,27,,,,,,,95.20700749999378,95.20700749999378,96.20882559999882,96.20882559999882,1,[0.00042100000428035855],[0.9762199000106193],96.59218079999846,74.53703703703704,0.36426570000185166,1.5199999324977398e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,0,18,18,14,,,,,,,98.394444199992,98.394444199992,99.39432300000044,99.39432300000044,1,[0.0012141000042902306],[0.8790077000012388],99.90725509999902,64.90740740740742,1.6805503000068711,1.3199998647905886e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
