Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.response,Likebility_slider_3.rt,ISI_2.started,Robotic__Stimuli.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c63.jpeg,matched-8-cpi-low-c63.jpeg,0,53,53,18,,,,,,,255.8023248000536,255.8023248000536,1,[0.1768922999035567],[1.010180399985984],-52.59259259259259,0.35253839986398816,1.3800105080008507e-05,256.8023178000003,256.8023178000003,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c42.jpeg,matched-32-cpi-low-c42.jpeg,0,54,54,89,,,,,,,259.0048392000608,259.0048392000608,1,[0.007153599988669157],[1.0072687999345362],-40.925925925925924,0.48849200014956295,1.2899981811642647e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c76.jpeg,matched-32-cpi-low-c76.jpeg,0,55,55,42,,,,,,,262.30231100018136,262.30231100018136,1,[0.00912240007892251],[1.0091560001019388],-42.592592592592595,0.60568039980717,1.650000922381878e-05,263.3047067001462,263.3047067001462,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c35.jpeg,matched-c35.jpeg,0,56,56,54,,,,,,,265.82112740003504,265.82112740003504,1,[0.009046399965882301],[1.0085265999659896],-62.96296296296296,0.49987950013019145,1.5300000086426735e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c77.jpeg,matched-8-cpi-low-c77.jpeg,0,57,57,28,,,,,,,269.43930840003304,269.43930840003304,1,[0.000417300034314394],[1.0042497001122683],14.81481481481481,0.7489666000474244,1.2699980288743973e-05,270.4523869000841,270.4523869000841,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c37.jpeg,matched-8-cpi-low-c37.jpeg,0,58,58,71,,,,,,,273.01862840005197,273.01862840005197,2,"[0.009792800061404705, 0.12630430003628135]","[0.0776692999061197, 1.009911600034684]",-26.48148148148148,0.6524169000331312,1.2599863111972809e-05,274.0188226001337,274.0188226001337,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c63.jpeg,matched-c63.jpeg,0,59,59,3,,,,,,,276.4709666999988,276.4709666999988,1,[0.00973849999718368],[1.0146920999977738],-46.111111111111114,0.2608519000932574,1.4899997040629387e-05,277.4736273000017,277.4736273000017,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c37.jpeg,matched-c37.jpeg,0,60,60,56,,,,,,,279.835328000132,279.835328000132,1,[0.00927340006455779],[0.9978233999572694],-37.77777777777778,0.7452100000809878,1.7399899661540985e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c42.jpeg,matched-8-cpi-low-c42.jpeg,0,61,61,74,,,,,,,283.4184656001162,283.4184656001162,1,[0.010183699894696474],[1.0098343000281602],-30.555555555555557,0.6999206999316812,1.750001683831215e-05,284.4184425000567,284.4184425000567,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c37.jpeg,matched-32-cpi-low-c37.jpeg,0,62,62,86,,,,,,,287.20184730016626,287.20184730016626,1,[0.0004633998032659292],[0.9922431998420507],-33.14814814814815,0.3827842001337558,1.7900019884109497e-05,288.2020390999969,288.2020390999969,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
